title,id,brand,image,originalPrice,salePrice,discount,rating,reviewCount,thumbnails,description,detailImage,performance,extends
"Màn hình LG 27GX790A UltraGear 27"" OLED 2K 480Hz Gsync chuyên game",1064372995,LG,https://product.hstatic.net/200000722513/product/lg_27gx790a-b_gearvn_18880ec6e5a944c2b29c76d85d44d243.jpg,24890000.0,17920800,0.28,3.4,315,['https://product.hstatic.net/200000722513/product/lg_27gx790a-b_gearvn_18880ec6e5a944c2b29c76d85d44d243.jpg'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/lg_27gx790a-b_gearvn_18880ec6e5a944c2b29c76d85d44d243.jpg,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
Bàn phím cơ DareU EK75 Grey Black Dream switch,1064369738,DareU,https://product.hstatic.net/200000722513/product/_____1_4fc057d49b704407a880d3a1818b6429.png,570000.0,319200,0.44,2.7,238,['https://product.hstatic.net/200000722513/product/_____1_4fc057d49b704407a880d3a1818b6429.png'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/_____1_4fc057d49b704407a880d3a1818b6429.png,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
Tai nghe Edifier không dây W800BT Pro Grey,1064369625,Edifier,https://product.hstatic.net/200000722513/product/38d6f7cef345f1ed1964041cc29179db_52739187eb80418b8ad13773c43f1e47.png,1190000.0,856800,0.28,3.3,37,['https://product.hstatic.net/200000722513/product/38d6f7cef345f1ed1964041cc29179db_52739187eb80418b8ad13773c43f1e47.png'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/38d6f7cef345f1ed1964041cc29179db_52739187eb80418b8ad13773c43f1e47.png,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
Card màn hình GIGABYTE Radeon RX 9070 GAMING OC 16G (GV-R9070GAMING OC-16GD),1064366244,GIGABYTE,https://product.hstatic.net/200000722513/product/radeon__rx_9070_gaming_oc_16g-01_eceee3c482634e928b3aaa61886f9f21.png,19990000.0,11594200,0.42,4.2,128,['https://product.hstatic.net/200000722513/product/radeon__rx_9070_gaming_oc_16g-01_eceee3c482634e928b3aaa61886f9f21.png'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/radeon__rx_9070_gaming_oc_16g-01_eceee3c482634e928b3aaa61886f9f21.png,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
Bàn phím AKKO MOD007B-HE PC Santorini Sakura Pink Magnetic Switch,1064337381,AKKO,https://product.hstatic.net/200000722513/product/multi-modes_be8eb87e0df5455580bc0e4650bf273f.png,2390000.0,1481800,0.38,1.5,100,['https://product.hstatic.net/200000722513/product/multi-modes_be8eb87e0df5455580bc0e4650bf273f.png'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/multi-modes_be8eb87e0df5455580bc0e4650bf273f.png,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
Nguồn máy tính Cooler Master MWE 650 - 80 Plus Bronze - V3 230V (650W),1064336189,Cooler Master,https://product.hstatic.net/200000722513/product/smart_14ca4a1af49c40789c3caeb7939fe21c.png,1390000.0,903500,0.35,2.5,440,['https://product.hstatic.net/200000722513/product/smart_14ca4a1af49c40789c3caeb7939fe21c.png'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/smart_14ca4a1af49c40789c3caeb7939fe21c.png,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
Card màn hình ASUS Prime Radeon RX 9070 OC Edition 16GB GDDR6 (PRIME-RX9070-O16G),1064330591,ASUS,https://product.hstatic.net/200000722513/product/image__11__1af96fa896544147b5bfa653eafd5059.png,19990000.0,13393300,0.33,0.9,45,['https://product.hstatic.net/200000722513/product/image__11__1af96fa896544147b5bfa653eafd5059.png'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/image__11__1af96fa896544147b5bfa653eafd5059.png,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
Laptop gaming Acer Predator Helios Neo 16S PHN16S 71 94T0,1064324145,ACER,https://product.hstatic.net/200000722513/product/-ai-phn16s-71-non-fingerprint-with-backlit-on-wp-oled-abyssal-black-01_5230115344b4414ebd8d31cab4b3ffeb.png,64490000.0,41918500,0.35,4.8,428,['https://product.hstatic.net/200000722513/product/-ai-phn16s-71-non-fingerprint-with-backlit-on-wp-oled-abyssal-black-01_5230115344b4414ebd8d31cab4b3ffeb.png'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/-ai-phn16s-71-non-fingerprint-with-backlit-on-wp-oled-abyssal-black-01_5230115344b4414ebd8d31cab4b3ffeb.png,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
Laptop gaming Acer Predator Helios Neo 16S PHN16S 71 95MS,1064324144,ACER,https://product.hstatic.net/200000722513/product/-ai-phn16s-71-non-fingerprint-with-backlit-on-wp-oled-abyssal-black-01_5f32a1e84b6e40bdaf70f2878d7cc639.png,69990000.0,53192400,0.24,3.1,206,['https://product.hstatic.net/200000722513/product/-ai-phn16s-71-non-fingerprint-with-backlit-on-wp-oled-abyssal-black-01_5f32a1e84b6e40bdaf70f2878d7cc639.png'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/-ai-phn16s-71-non-fingerprint-with-backlit-on-wp-oled-abyssal-black-01_5f32a1e84b6e40bdaf70f2878d7cc639.png,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
Laptop gaming Acer Predator Helios 18 PH18 73 98AQ,1064324116,ACER,https://product.hstatic.net/200000722513/product/predator-helios-18-ai-ph18-73-eshell-abyssal-black-01_a48ee61e18a44c5987fc1a486beb2220.png,149990000.0,113992400,0.24,1.2,172,['https://product.hstatic.net/200000722513/product/predator-helios-18-ai-ph18-73-eshell-abyssal-black-01_a48ee61e18a44c5987fc1a486beb2220.png'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/predator-helios-18-ai-ph18-73-eshell-abyssal-black-01_a48ee61e18a44c5987fc1a486beb2220.png,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
Laptop gaming Acer Predator Helios 18 PH18 73 93P0,1064324115,ACER,https://product.hstatic.net/200000722513/product/predator-helios-18-ai-ph18-73-eshell-abyssal-black-01_f94a7b2ded8a4e8ab0db6ff0e8863a13.png,99990000.0,49995000,0.5,1.2,403,['https://product.hstatic.net/200000722513/product/predator-helios-18-ai-ph18-73-eshell-abyssal-black-01_f94a7b2ded8a4e8ab0db6ff0e8863a13.png'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/predator-helios-18-ai-ph18-73-eshell-abyssal-black-01_f94a7b2ded8a4e8ab0db6ff0e8863a13.png,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
PC GVN Intel Core Ultra 7 265K/ VGA RTX 5080 (Powered by ASUS),1064240222,Intel,https://product.hstatic.net/200000722513/product/2_a2e6e93140bd443fabc19c1c58af8550.jpg,102990000.0,57674400,0.44,1.5,296,['https://product.hstatic.net/200000722513/product/2_a2e6e93140bd443fabc19c1c58af8550.jpg'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/2_a2e6e93140bd443fabc19c1c58af8550.jpg,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
PC GVN AMD R7-9800x3D/ VGA RTX 5090 (Powered by ASUS),1064230741,GEARVN,https://product.hstatic.net/200000722513/product/1_a884aef27e5a405da5ca589240e91115.jpg,140000000.0,77000000,0.45,2.6,402,['https://product.hstatic.net/200000722513/product/1_a884aef27e5a405da5ca589240e91115.jpg'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/1_a884aef27e5a405da5ca589240e91115.jpg,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
PC GVN AMD R7-9700X/ RTX 5070Ti,1064229545,GEARVN,https://product.hstatic.net/200000722513/product/thumbsp_fc0f9dc7aace4670b59da1feed9969ec.png,62990000.0,44722900,0.29,2.8,276,['https://product.hstatic.net/200000722513/product/thumbsp_fc0f9dc7aace4670b59da1feed9969ec.png'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/thumbsp_fc0f9dc7aace4670b59da1feed9969ec.png,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
PC GVN AMD R7-7700X/ RTX 4060,1064228244,GEARVN,https://product.hstatic.net/200000722513/product/pc_gvn_-_4060__case_corsair_-_black__-_3_e8a080cb63ba4fe69cf823ff78bbdcea.png,31990000.0,24952200,0.22,0.7,105,['https://product.hstatic.net/200000722513/product/pc_gvn_-_4060__case_corsair_-_black__-_3_e8a080cb63ba4fe69cf823ff78bbdcea.png'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/pc_gvn_-_4060__case_corsair_-_black__-_3_e8a080cb63ba4fe69cf823ff78bbdcea.png,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
Ổ cứng SSD Samsung 990 EVO Plus 1TB M.2 PCIe Gen4 NVMe (MZ-V9S1T0BW),1064205930,Samsung,https://product.hstatic.net/200000722513/product/vn-990-evo-plus-nvme-m2-ssd-mz-v__7__7ef810e36e4f4a06ac0aa4b440998f49.png,2290000.0,1786200,0.22,3.3,72,['https://product.hstatic.net/200000722513/product/vn-990-evo-plus-nvme-m2-ssd-mz-v__7__7ef810e36e4f4a06ac0aa4b440998f49.png'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/vn-990-evo-plus-nvme-m2-ssd-mz-v__7__7ef810e36e4f4a06ac0aa4b440998f49.png,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
Bàn phím cơ AKKO 3098B Plus Black Akko Switch v3 Cream Blue Pro,1064199566,AKKO,https://product.hstatic.net/200000722513/product/akko-3098b-plus-black-01-510x631_1d2a9706b67e4259b676eaff6bf078a0.png,1350000.0,958500,0.29,1.6,376,['https://product.hstatic.net/200000722513/product/akko-3098b-plus-black-01-510x631_1d2a9706b67e4259b676eaff6bf078a0.png'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/akko-3098b-plus-black-01-510x631_1d2a9706b67e4259b676eaff6bf078a0.png,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
Card màn hình GIGABYTE GeForce RTX 4060 Ti WINDFORCE OC 16G (GV-N406TWF2OC-16GD),1064199086,GIGABYTE,https://product.hstatic.net/200000722513/product/2000__7__acafc2e261124092b6b2ff1063b4fe10.png,14490000.0,11302200,0.22,0.6,243,['https://product.hstatic.net/200000722513/product/2000__7__acafc2e261124092b6b2ff1063b4fe10.png'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/2000__7__acafc2e261124092b6b2ff1063b4fe10.png,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
Vỏ máy tính Cooler Master CD600 Black,1064194785,Cooler Master,https://product.hstatic.net/200000722513/product/cd600.4_53bf7a165574406bb47f36cf90bda7aa.png,1990000.0,1233800,0.38,1.1,89,['https://product.hstatic.net/200000722513/product/cd600.4_53bf7a165574406bb47f36cf90bda7aa.png'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/cd600.4_53bf7a165574406bb47f36cf90bda7aa.png,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
Nguồn máy tính Corsair RM1200x SHIFT White ATX 3.1 - 80 Plus Gold - Full Modular (1200W) (CP-9020276-NA),1064191395,Corsair,https://product.hstatic.net/200000722513/product/cp-9020276_08_f82ddefd8e004e9ab71051c3944b46bb.png,6150000.0,3751500,0.39,4.3,421,['https://product.hstatic.net/200000722513/product/cp-9020276_08_f82ddefd8e004e9ab71051c3944b46bb.png'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/cp-9020276_08_f82ddefd8e004e9ab71051c3944b46bb.png,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
Bàn phím AULA F75 có dây (Đen Red switch) F7513,1064173904,AULA,https://product.hstatic.net/200000722513/product/aula-f75-ban-phim-co-gaming-co-d__1_-photoroom_23af324e0d6f4aaba7201af5e1ecf954.png,650000.0,403000,0.38,2.7,334,['https://product.hstatic.net/200000722513/product/aula-f75-ban-phim-co-gaming-co-d__1_-photoroom_23af324e0d6f4aaba7201af5e1ecf954.png'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/aula-f75-ban-phim-co-gaming-co-d__1_-photoroom_23af324e0d6f4aaba7201af5e1ecf954.png,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
Bàn phím AULA F75 có dây (Trắng Red switch) F7512,1064173903,AULA,https://product.hstatic.net/200000722513/product/aula-f75-ban-phim-co-gaming-co-d-photoroom_6421c2df70924b8ea205533521d5e0d5.png,650000.0,344500,0.47,2.4,40,['https://product.hstatic.net/200000722513/product/aula-f75-ban-phim-co-gaming-co-d-photoroom_6421c2df70924b8ea205533521d5e0d5.png'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/aula-f75-ban-phim-co-gaming-co-d-photoroom_6421c2df70924b8ea205533521d5e0d5.png,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
Chuột Logitech G502 X Corded White,1064173902,Logitech,https://product.hstatic.net/200000722513/product/chuot-gaming-logitech-g502-x-cor__5__29ead39fdafe4eefa4cb6070434003ef.png,1590000.0,1128900,0.29,2.5,123,['https://product.hstatic.net/200000722513/product/chuot-gaming-logitech-g502-x-cor__5__29ead39fdafe4eefa4cb6070434003ef.png'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/chuot-gaming-logitech-g502-x-cor__5__29ead39fdafe4eefa4cb6070434003ef.png,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
Chuột Logitech G502 X Corded Black,1064173901,Logitech,https://product.hstatic.net/200000722513/product/chuot-gaming-logitech-g502-x-cor_4af382930e1440c0939ea8ea92e2238b.png,1590000.0,1113000,0.3,5.0,170,['https://product.hstatic.net/200000722513/product/chuot-gaming-logitech-g502-x-cor_4af382930e1440c0939ea8ea92e2238b.png'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/chuot-gaming-logitech-g502-x-cor_4af382930e1440c0939ea8ea92e2238b.png,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
Chuột Logitech G502 Lightspeed Wireless Black,1064173899,Logitech,https://product.hstatic.net/200000722513/product/f77a9ea088bd27c8d22d426e7418b848-photoroom_4dfd9afe46f94541bda305d008c9a53b.png,2290000.0,1580100,0.31,4.5,255,['https://product.hstatic.net/200000722513/product/f77a9ea088bd27c8d22d426e7418b848-photoroom_4dfd9afe46f94541bda305d008c9a53b.png'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/f77a9ea088bd27c8d22d426e7418b848-photoroom_4dfd9afe46f94541bda305d008c9a53b.png,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
Tai nghe Edifier không dây W830NB Gray,1064173599,Edifier,https://product.hstatic.net/200000722513/product/4862dd949b36b3db8f8f58b12c124bea_a0a3efffd71a4ce7bf14ff32b5f46692.png,1490000.0,759900,0.49,0.1,397,['https://product.hstatic.net/200000722513/product/4862dd949b36b3db8f8f58b12c124bea_a0a3efffd71a4ce7bf14ff32b5f46692.png'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/4862dd949b36b3db8f8f58b12c124bea_a0a3efffd71a4ce7bf14ff32b5f46692.png,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
Tai nghe Edifier không dây W800BT Pro Ivory,1064173597,Edifier,https://product.hstatic.net/200000722513/product/9d65ab02737eaa09128cf47488776800_7072c99217774359a5e402928f4c3388.png,1190000.0,702100,0.41,3.1,378,['https://product.hstatic.net/200000722513/product/9d65ab02737eaa09128cf47488776800_7072c99217774359a5e402928f4c3388.png'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/9d65ab02737eaa09128cf47488776800_7072c99217774359a5e402928f4c3388.png,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
Tai nghe Edifier không dây W800BT SE Gray,1064173591,Edifier,https://product.hstatic.net/200000722513/product/9f1768a854264548d739411deb022d4f_4284f532e3a941ef8167d99617c6b37e.png,850000.0,561000,0.34,2.4,302,['https://product.hstatic.net/200000722513/product/9f1768a854264548d739411deb022d4f_4284f532e3a941ef8167d99617c6b37e.png'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/9f1768a854264548d739411deb022d4f_4284f532e3a941ef8167d99617c6b37e.png,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
Loa Bluetooth Edifier MP85 Xanh,1064173585,Edifier,https://product.hstatic.net/200000722513/product/untitled_d1e1a7361e554396b049423d38c9a429.png,280000.0,156800,0.44,2.9,274,['https://product.hstatic.net/200000722513/product/untitled_d1e1a7361e554396b049423d38c9a429.png'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/untitled_d1e1a7361e554396b049423d38c9a429.png,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
PC GVN AMD R7-7800x3D/ VGA RTX 5080 (Powered by MSI),1064165475,GEARVN,https://product.hstatic.net/200000722513/product/pc_gvn__i7-_4070_-_3_0ea0d3f21b41464991ac7134a04ac5e4.png,87990000.0,62472900,0.29,0.4,34,['https://product.hstatic.net/200000722513/product/pc_gvn__i7-_4070_-_3_0ea0d3f21b41464991ac7134a04ac5e4.png'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/pc_gvn__i7-_4070_-_3_0ea0d3f21b41464991ac7134a04ac5e4.png,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
PC GVN Dragon ACE (Intel Core Ultra 9 285K/ VGA RTX 5090) (Powered by MSI),1064165208,GEARVN,https://product.hstatic.net/200000722513/product/artboard_2_copy_2_b26b97e389e04693934b7a457652d385.png,159000000.0,96990000,0.39,1.7,21,['https://product.hstatic.net/200000722513/product/artboard_2_copy_2_b26b97e389e04693934b7a457652d385.png'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/artboard_2_copy_2_b26b97e389e04693934b7a457652d385.png,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
PC GVN Intel Core Ultra 7 265KF/ VGA RTX 5070Ti (Powered by MSI),1064165127,GEARVN,https://product.hstatic.net/200000722513/product/pc_case_msi_-_70_ddeb58e9f4734404b74d621a25441f44.png,58990000.0,31854600,0.46,2.0,497,['https://product.hstatic.net/200000722513/product/pc_case_msi_-_70_ddeb58e9f4734404b74d621a25441f44.png'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/pc_case_msi_-_70_ddeb58e9f4734404b74d621a25441f44.png,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
Tai nghe DareU EH722X Pro Black,1064124650,DareU,https://product.hstatic.net/200000722513/product/_0005___mic_0000_6a7c60b4d2a94c1_f44075d8080b4bc4869f4e32826e3373.png,690000.0,538200,0.22,3.0,380,['https://product.hstatic.net/200000722513/product/_0005___mic_0000_6a7c60b4d2a94c1_f44075d8080b4bc4869f4e32826e3373.png'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/_0005___mic_0000_6a7c60b4d2a94c1_f44075d8080b4bc4869f4e32826e3373.png,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
Card màn hình Colorful iGame GeForce RTX 5070 Ti Ultra W OC 16GB-V,1064107161,Colorful,https://product.hstatic.net/200000722513/product/7094-igame-geforce-rtx-5070-ti-u_1f2ac407ccae4c9c877234733fd233a9.png,29990000.0,20393200,0.32,2.8,40,['https://product.hstatic.net/200000722513/product/7094-igame-geforce-rtx-5070-ti-u_1f2ac407ccae4c9c877234733fd233a9.png'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/7094-igame-geforce-rtx-5070-ti-u_1f2ac407ccae4c9c877234733fd233a9.png,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
Laptop gaming Gigabyte G5 MF5 H2VN353KH,1064106941,GIGABYTE,https://product.hstatic.net/200000722513/product/ava_18d150447780463581c5c509b674dbed.png,21990000.0,14953200,0.32,2.5,488,['https://product.hstatic.net/200000722513/product/ava_18d150447780463581c5c509b674dbed.png'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/ava_18d150447780463581c5c509b674dbed.png,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
Bàn phím AULA S98 PRO TM (Xanh lá + Trắng/ Grey Wood V4 switch) S9802,1064074946,AULA,https://product.hstatic.net/200000722513/product/1_8e0775f9b61b4fd7862c1ec09fecee30.png,1590000.0,1113000,0.3,2.4,398,['https://product.hstatic.net/200000722513/product/1_8e0775f9b61b4fd7862c1ec09fecee30.png'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/1_8e0775f9b61b4fd7862c1ec09fecee30.png,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
Card màn hình GIGABYTE GeForce RTX 5090 WINDFORCE OC 32G (GV-N5090WF3OC-32GD),1064071024,GIGABYTE,https://product.hstatic.net/200000722513/product/2000_d3f3b3dd0b024b69a5c15508a91c2e18.png,98990000.0,60383900,0.39,3.4,327,['https://product.hstatic.net/200000722513/product/2000_d3f3b3dd0b024b69a5c15508a91c2e18.png'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/2000_d3f3b3dd0b024b69a5c15508a91c2e18.png,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
Ghế công thái học WARRIOR Hero Series WEC501 Plus Gray,1063986972,Warrior,https://product.hstatic.net/200000722513/product/d2a2395-scaled_7b471ae1cdfe4cd38f66240cd33216cc.jpg,2990000.0,1644500,0.45,3.3,87,['https://product.hstatic.net/200000722513/product/d2a2395-scaled_7b471ae1cdfe4cd38f66240cd33216cc.jpg'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/d2a2395-scaled_7b471ae1cdfe4cd38f66240cd33216cc.jpg,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
Laptop ASUS Expertbook P1403CVA-i7SE16-50W,1063895680,ASUS,https://product.hstatic.net/200000722513/product/expertbook-p1-p1403cva-i5se16-50w__8__f9120f92bbcf40409391d8b907b7c630_db9cf9102b7a4cfbbde2a193de8234a5.png,19390000.0,10276700,0.47,1.5,114,['https://product.hstatic.net/200000722513/product/expertbook-p1-p1403cva-i5se16-50w__8__f9120f92bbcf40409391d8b907b7c630_db9cf9102b7a4cfbbde2a193de8234a5.png'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/expertbook-p1-p1403cva-i5se16-50w__8__f9120f92bbcf40409391d8b907b7c630_db9cf9102b7a4cfbbde2a193de8234a5.png,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
Laptop ASUS Expertbook P1403CVA-i516-50W,1063895676,ASUS,https://product.hstatic.net/200000722513/product/expertbook-p1-p1403cva-i5se16-50w__8__f9120f92bbcf40409391d8b907b7c630_0b12de755584415689fecd42c6a95e6a.png,15590000.0,9665800,0.38,4.4,386,['https://product.hstatic.net/200000722513/product/expertbook-p1-p1403cva-i5se16-50w__8__f9120f92bbcf40409391d8b907b7c630_0b12de755584415689fecd42c6a95e6a.png'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/expertbook-p1-p1403cva-i5se16-50w__8__f9120f92bbcf40409391d8b907b7c630_0b12de755584415689fecd42c6a95e6a.png,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
Laptop ASUS Expertbook P1403CVA-i508-50W,1063895674,ASUS,https://product.hstatic.net/200000722513/product/expertbook-p1-p1403cva-i5se16-50w__8__f9120f92bbcf40409391d8b907b7c630_6ee6157d5c264599ba14e4c4976ea965.png,14590000.0,10942500,0.25,1.9,78,['https://product.hstatic.net/200000722513/product/expertbook-p1-p1403cva-i5se16-50w__8__f9120f92bbcf40409391d8b907b7c630_6ee6157d5c264599ba14e4c4976ea965.png'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/expertbook-p1-p1403cva-i5se16-50w__8__f9120f92bbcf40409391d8b907b7c630_6ee6157d5c264599ba14e4c4976ea965.png,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
Laptop ASUS Expertbook P1403CVA-i308256-50W,1063895667,ASUS,https://product.hstatic.net/200000722513/product/expertbook-p1-p1403cva-i5se16-50w__8__f9120f92bbcf40409391d8b907b7c630_c98d0f45268d438ebbbe487684c5fb8d.png,11690000.0,7949200,0.32,2.5,253,['https://product.hstatic.net/200000722513/product/expertbook-p1-p1403cva-i5se16-50w__8__f9120f92bbcf40409391d8b907b7c630_c98d0f45268d438ebbbe487684c5fb8d.png'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/expertbook-p1-p1403cva-i5se16-50w__8__f9120f92bbcf40409391d8b907b7c630_c98d0f45268d438ebbbe487684c5fb8d.png,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
